RespondentID,Celebrate,Main_dish,Main_dish_other,Main_dish_cooked,Main_dish_cooked_other,Stuffing,Stuffing_other,Cranberry_sauce,Cranberry_sauce_other,Gravy,Side_dishes_brussels,Side_dishes_carrots,Side_dishes_cauliflower,Side_dishes_corn,Side_dishes_cornbread,Side_dishes_fruit_salad,Side_dishes_green_beans,Side_dishes_mac_cheese,Side_dishes_mashed_potatoes,Side_dishes_rolls,Side_dishes_squash,Side_dishes_vegetable_salad,Side_dishes_yams,Side_dishes_other_plz_specify,Side_dishes_other,Pie_apple,Pie_buttermilk,Pie_cherry,Pie_chocolate,Pie_coconut_cream,Pie_key_lime,Pie_peach,Pie_pecan,Pie_pumpkin,Pie_sweet_potato,Pie_none,Pie_other_plz_specify,Pie_other,Desserts_apple_cobbler,Desserts_blondies,Desserts_brownies,Desserts_carrot_cake,Desserts_cheesecake,Desserts_cookies,Desserts_fudge,Desserts_ice_cream,Desserts_peach_cobberl,Desserts_none,Desserts_other_plz_specify,Desserts_other,Pray,Travel,Programs,Kids_table,Hometown_friends,Friendsgiving,Black_friday,Retail,Work_on_black_friday,Live,Age,Gender,Money,USRegion
4336811565,1,Turkey,,Roasted,,Bread-based,,None,,No,,Carrots,,,,,Green beans/green bean casserole,,,,Squash,,,,,,,,,,,,,,,None,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,60,Male,"$100,000 to $124,999",South Atlantic
4336811492,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,,Suburban,45 - 59,Male,"$200,000 and up",West South Central
4336810566,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Rural,60,Female,"$25,000 to $49,999",New England
4336809276,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,Other (please specify),Creamed Onions,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Female,"$100,000 to $124,999",New England
4336809111,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,Sweet Potato,,,,,,,Carrot cake,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Rural,60,Male,"$50,000 to $74,999",South Atlantic
4336808397,1,Turkey,,Roasted,,Rice-based,,Homemade,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),peas ,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Suburban,18 - 29,Male,"$25,000 to $49,999",Middle Atlantic
4336808238,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,Yes,No,,Urban,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336808019,1,Turkey,,Baked,,Other (please specify),corn meal stuffing,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Female,"$50,000 to $74,999",South Atlantic
4336807635,1,Turkey,,Roasted,,Other (please specify),gluten free,Other (please specify),Publix Supermarket brand(fresh),Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,Pecan,,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,Yes,No,No,No,,Suburban,60,Male,"$75,000 to $99,999",South Atlantic
4336806751,1,Turkey,,Baked,,Bread-based,,None,,Yes,,Carrots,Cauliflower,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,Brownies,,,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,Yes,No,,Suburban,30 - 44,Female,Prefer not to answer,Middle Atlantic
4336806397,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Female,"$75,000 to $99,999",New England
4336804174,1,Ham/Pork,,Baked,,Bread-based,,Canned,,No,,,,,,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336804003,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,Cookies,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Female,"$25,000 to $49,999",East North Central
4336802942,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,Yes,No,,Suburban,60,Female,Prefer not to answer,East North Central
4336802837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,"$75,000 to $99,999",South Atlantic
4336802030,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,Other (please specify),Cherry,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$100,000 to $124,999",East North Central
4336801887,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,Other (please specify),whipped cream for pie,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,Yes,No,No,,Urban,60,Female,Prefer not to answer,East North Central
4336800334,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,12,No,No,No,No,,Rural,45 - 59,Female,"$175,000 to $199,999",Middle Atlantic
4336800274,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,Mashed potatoes,,Squash,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pie,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Rural,60,Male,"$25,000 to $49,999",New England
4336799773,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$100,000 to $124,999",New England
4336799337,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,Mashed potatoes,,Squash,,,Other (please specify),Root vegetables,,,,,,,,,Pumpkin,,,Other (please specify),Mince meat,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,60,Female,"$75,000 to $99,999",East North Central
4336799126,1,Turkey,,Roasted,,Bread-based,,None,,Yes,,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,Yes,No,No,,Suburban,60,Male,"$50,000 to $74,999",East North Central
4336799058,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,Brownies,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$150,000 to $174,999",East North Central
4336797746,1,Turkey,,Other (please specify),Having a Smoked Turkey this year,Bread-based,,Homemade,,Yes,,Carrots,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,Key lime,,,Pumpkin,,,,,,,,Carrot cake,,Cookies,Fudge,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,60,Male,"$175,000 to $199,999",East North Central
4336795509,1,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,Yes,No,,Rural,18 - 29,Female,Prefer not to answer,Middle Atlantic
4336794143,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,,Rural,45 - 59,Female,"$10,000 to $24,999",East North Central
4336794044,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,Brownies,,Cheesecake,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,13,Yes,No,No,No,,Suburban,45 - 59,Male,"$125,000 to $149,999",New England
4336793943,1,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,Cookies,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,Yes,Yes,Suburban,18 - 29,Female,"$75,000 to $99,999",South Atlantic
4336793870,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Male,"$75,000 to $99,999",East South Central
4336792331,1,Turkey,,Baked,,Bread-based,,Homemade,,No,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",East North Central
4336792302,1,Turkey,,Fried,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",East South Central
4336790523,1,Turkey,,Other (please specify),fried,None,,Homemade,,No,Brussel sprouts,,,Corn,Cornbread,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,Yes,No,No,,Suburban,45 - 59,Female,Prefer not to answer,Middle Atlantic
4336789188,1,Other (please specify),"It varies, ham or turkey or boston butt",Baked,,Bread-based,,None,,Yes,,,,,Cornbread,,,Macaroni and cheese,,,,,,Other (please specify),collard greens,,,,,,,Peach,,,Sweet Potato,,,,,,,,,,,,,,Other (please specify),a variety of pies,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336788022,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Male,"$100,000 to $124,999",East North Central
4336787017,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,,,None,,,,,,,,,,,,,Other (please specify),watergate salad,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,60,Male,"$125,000 to $149,999",South Atlantic
4336785978,1,Turkey,,Baked,,None,,None,,Yes,,,Cauliflower,Corn,,,Green beans/green bean casserole,,,,,,,Other (please specify),Brocolli,,,,,,,,,,,None,,,,,,,,,,,,,Other (please specify),Pumpkin,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Female,"$75,000 to $99,999",East North Central
4336785048,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Suburban,60,Female,"$200,000 and up",West South Central
4336784825,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),corn green beans,,,Cherry,,,Key lime,,,,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,17,No,No,No,No,,Suburban,60,Female,"$25,000 to $49,999",East North Central
4336783082,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,Yes,No,No,,Urban,45 - 59,Female,"$25,000 to $49,999",Mountain
4336780483,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,,Sweet Potato,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Rural,60,Female,Prefer not to answer,West South Central
4336779288,1,Turkey,,Baked,,Rice-based,,Canned,,Yes,,Carrots,Cauliflower,Corn,Cornbread,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,Coconut cream,,,,Pumpkin,,,,,,,,Carrot cake,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,Yes,No,Urban,30 - 44,Male,"$75,000 to $99,999",Middle Atlantic
4336776734,1,Turkey,,Baked,,Other (please specify),cornbread,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),rice,Apple,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,Yes,No,,Urban,60,Female,"$10,000 to $24,999",South Atlantic
4336775444,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,Sweet Potato,,,,,,,,Cheesecake,Cookies,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",West South Central
4336775416,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,Yes,No,,Suburban,45 - 59,Male,"$200,000 and up",Middle Atlantic
4336774641,1,Turkey,,Other (please specify),Smoked,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),just pie,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,45 - 59,Female,Prefer not to answer,South Atlantic
4336772456,1,Turkey,,Baked,,Bread-based,,Other (please specify),stuffing,Yes,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,Key lime,,Pecan,Pumpkin,,,,,,Blondies,,Carrot cake,Cheesecake,,,,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,Yes,Yes,No,,Urban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336772452,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,16,Yes,No,No,No,,Suburban,60,Male,"$200,000 and up",Middle Atlantic
4336771206,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Rural,60,Male,"$100,000 to $124,999",East North Central
4336770959,1,Ham/Pork,,Baked,,Bread-based,,None,,Yes,,,,,Cornbread,,,Macaroni and cheese,Mashed potatoes,,,Vegetable salad,,,,,,,,,,,,,,None,,,,,,,,,,,,,Other (please specify),cake,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Rural,30 - 44,Female,"$10,000 to $24,999",Middle Atlantic
4336768956,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,Pecan,,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Urban,60,Male,"$100,000 to $124,999",South Atlantic
4336768662,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,Corn,,,,,,Rolls/biscuits,Squash,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,15,No,No,No,No,,Suburban,60,Male,"$100,000 to $124,999",Middle Atlantic
4336768149,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,Coconut cream,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$50,000 to $74,999",East North Central
4336768062,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,Middle Atlantic
4336767119,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$75,000 to $99,999",Middle Atlantic
4336766876,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Female,"$25,000 to $49,999",South Atlantic
4336764121,1,Turkey,,Roasted,,Bread-based,,None,,No,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Rural,18 - 29,Female,"$75,000 to $99,999",West South Central
4336764087,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Female,"$25,000 to $49,999",South Atlantic
4336763694,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,Other (please specify),"Oyster cassarole, home baked bread",Apple,,Cherry,,,,,,Pumpkin,Sweet Potato,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,No,No,No,,Rural,45 - 59,Female,"$200,000 and up",Middle Atlantic
4336763416,1,Turkey,,Roasted,,Bread-based,,Homemade,,No,,Carrots,,,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,Key lime,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Suburban,18 - 29,Male,Prefer not to answer,West South Central
4336763302,1,Turkey,,Fried,,Bread-based,,None,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,Pecan,Pumpkin,Sweet Potato,,,,Apple cobbler,,Brownies,,Cheesecake,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,14,No,No,No,No,,Urban,45 - 59,Male,"$25,000 to $49,999",East South Central
4336762600,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,Other (please specify),Broccoli casserole,,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,21 or older,No,No,No,No,,Suburban,60,Female,"$175,000 to $199,999",East South Central
4336762458,1,Turkey,,Roasted,,Bread-based,,Homemade,,No,,Carrots,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,60,Female,"$25,000 to $49,999",Middle Atlantic
4336762096,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,,10 or younger,Yes,Yes,No,No,,Urban,45 - 59,Male,"$125,000 to $149,999",Pacific
4336761799,1,Ham/Pork,,Baked,,None,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,,,Cheesecake,Cookies,,Ice cream,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Male,"$25,000 to $49,999",Pacific
